id,valeur_NO2,valeur_CO,valeur_O3,valeur_PM10,valeur_PM25,hour,dayofweek,month,dayofyear,is_weekend,is_holiday,temperature,relative_humidity,wind_speed,precipitation,wind_direction,shortwave_radiation
2020-01-02 23:00:00,18.7,0.188,38.9,17.2,10.7,23,3,1,2,0,0,8.9,93,18.0,0.0,200,0.0
2020-01-03 00:00:00,15.4,0.185,39.5,15.5,12.0,0,4,1,3,0,0,9.0,92,19.9,0.1,202,0.0
2020-01-03 01:00:00,14.1,0.183,39.9,16.0,10.0,1,4,1,3,0,0,9.0,90,20.6,0.1,209,0.0
2020-01-03 02:00:00,11.7,0.1684836017162874,43.5,17.1,6.6,2,4,1,3,0,0,8.9,89,16.9,0.0,209,0.0
2020-01-03 03:00:00,11.5,0.164,44.0,15.7,6.6,3,4,1,3,0,0,8.5,90,17.1,0.0,202,0.0
2020-01-03 04:00:00,12.2,0.182,42.9,15.8,9.1,4,4,1,3,0,0,8.3,91,18.7,0.0,205,0.0
2020-01-03 05:00:00,19.8,0.202,35.4,18.8,11.2,5,4,1,3,0,0,8.5,91,20.9,0.0,199,0.0
2020-01-03 06:00:00,27.7,0.223,28.0,18.5,10.1,6,4,1,3,0,0,8.6,91,22.3,0.0,201,0.0
2020-01-03 07:00:00,28.9,0.236,26.7,13.5,10.1,7,4,1,3,0,0,8.7,91,24.0,0.0,210,0.0
2020-01-03 08:00:00,39.0,0.303,16.9,15.1,10.5,8,4,1,3,0,0,9.3,90,25.2,0.1,214,0.0
2020-01-03 09:00:00,32.4,0.255,29.5,16.1,7.3,9,4,1,3,0,0,9.7,89,24.4,0.1,217,0.0
2020-01-03 10:00:00,23.8,0.21,44.0,11.3,5.0,10,4,1,3,0,0,9.9,90,22.2,0.0,222,0.0
2020-01-03 11:00:00,21.0,0.209,50.4,12.1,4.8,11,4,1,3,0,0,10.4,90,19.9,0.0,229,34.0
2020-01-03 12:00:00,19.0,0.192,56.3,12.3,6.7,12,4,1,3,0,0,11.0,87,22.1,0.1,236,93.0
2020-01-03 13:00:00,28.2,0.224,45.5,12.8,6.8,13,4,1,3,0,0,11.3,85,21.8,0.0,236,161.0
2020-01-03 14:00:00,30.6,0.215,43.1,13.5,5.5,14,4,1,3,0,0,11.4,84,22.0,0.0,238,197.0
2020-01-03 15:00:00,31.1,0.225,40.7,10.5,4.0,15,4,1,3,0,0,11.0,84,21.4,0.0,245,72.0
2020-01-03 16:00:00,36.6,0.253,32.9,9.6,3.8,16,4,1,3,0,0,10.9,83,18.6,0.0,248,32.0
2020-01-03 17:00:00,51.2,0.307,20.3,10.6,5.9,17,4,1,3,0,0,10.9,83,18.8,0.0,250,22.0
2020-01-03 18:00:00,33.8,0.268,33.7,10.9,6.6,18,4,1,3,0,0,10.8,85,18.3,0.0,248,6.0
2020-01-03 19:00:00,28.8,0.245,35.1,10.6,8.9,19,4,1,3,0,0,10.6,86,18.0,0.0,254,0.0
2020-01-03 20:00:00,26.0,0.224,40.3,16.8,10.4,20,4,1,3,0,0,10.6,86,17.0,0.1,266,0.0
2020-01-03 21:00:00,21.4,0.207,48.0,14.7,9.6,21,4,1,3,0,0,9.8,92,17.8,0.4,315,0.0
2020-01-03 22:00:00,21.7,0.181,54.9,11.3,7.2,22,4,1,3,0,0,9.0,91,17.8,0.1,324,0.0
2020-01-03 23:00:00,17.7,0.166,54.5,9.8,5.9,23,4,1,3,0,0,8.5,91,14.3,0.0,326,0.0
2020-01-04 00:00:00,19.6,0.146,49.6,10.5,5.8,0,5,1,4,1,0,8.1,92,12.8,0.0,328,0.0
2020-01-04 01:00:00,25.0,0.15,44.8,15.3,2.4,1,5,1,4,1,0,7.8,91,14.2,0.0,333,0.0
2020-01-04 02:00:00,19.5,0.15622660449933698,48.1,16.0,3.5,2,5,1,4,1,0,7.3,89,11.5,0.0,328,0.0
2020-01-04 03:00:00,17.6,0.145,48.0,16.3,3.3,3,5,1,4,1,0,6.8,88,11.5,0.0,316,0.0
2020-01-04 04:00:00,25.5,0.192,35.3,14.2,6.9,4,5,1,4,1,0,5.3,91,10.0,0.0,311,0.0
2020-01-04 05:00:00,33.9,0.202,27.2,18.0,6.4,5,5,1,4,1,0,3.7,94,7.2,0.0,297,0.0
2020-01-04 06:00:00,42.9,0.213,20.4,20.1,6.6,6,5,1,4,1,0,3.3,93,8.6,0.0,285,0.0
2020-01-04 07:00:00,48.8,0.232,15.7,20.3,7.6,7,5,1,4,1,0,3.2,93,8.3,0.0,272,0.0
2020-01-04 08:00:00,46.6,0.229,18.0,22.5,7.9,8,5,1,4,1,0,3.5,92,10.1,0.0,272,0.0
2020-01-04 09:00:00,39.6,0.221,26.7,24.4,7.5,9,5,1,4,1,0,3.3,91,10.5,0.0,274,0.0
2020-01-04 10:00:00,35.2,0.221,33.3,23.6,9.6,10,5,1,4,1,0,3.0,91,11.2,0.0,270,1.0
2020-01-04 11:00:00,29.2,0.205,43.0,23.7,8.3,11,5,1,4,1,0,4.4,88,13.7,0.0,270,56.0
2020-01-04 12:00:00,24.2,0.185,48.0,23.8,8.9,12,5,1,4,1,0,6.1,85,14.0,0.0,270,153.0
2020-01-04 13:00:00,20.2,0.175,53.3,21.5,8.4,13,5,1,4,1,0,7.5,81,14.4,0.0,271,231.0
2020-01-04 14:00:00,24.2,0.172,50.7,21.0,7.6,14,5,1,4,1,0,8.1,80,14.1,0.0,283,242.0
2020-01-04 15:00:00,36.9,0.197,39.8,21.6,7.9,15,5,1,4,1,0,8.6,75,16.1,0.0,294,273.0
2020-01-04 16:00:00,44.3,0.229,30.7,23.6,8.6,16,5,1,4,1,0,8.5,75,14.6,0.0,290,154.0
2020-01-04 17:00:00,55.6,0.252,19.9,23.8,9.3,17,5,1,4,1,0,8.3,77,12.5,0.0,288,62.0
2020-01-04 18:00:00,46.2,0.246,29.5,27.8,7.9,18,5,1,4,1,0,7.8,80,11.6,0.0,265,16.0
2020-01-04 19:00:00,39.0,0.234,38.4,23.8,11.2,19,5,1,4,1,0,7.4,82,13.7,0.0,270,0.0
2020-01-04 20:00:00,35.0,0.226,42.1,19.3,10.2,20,5,1,4,1,0,7.7,82,13.8,0.0,285,0.0
2020-01-04 21:00:00,21.8,0.185,55.6,16.9,9.7,21,5,1,4,1,0,6.5,90,9.8,0.0,278,0.0
2020-01-04 22:00:00,22.2,0.198,53.2,14.7,9.1,22,5,1,4,1,0,6.8,89,10.2,0.0,278,0.0
2020-01-04 23:00:00,21.1,0.199,53.3,13.9,9.4,23,5,1,4,1,0,6.6,91,9.2,0.0,281,0.0
2020-01-05 00:00:00,18.7,0.184,55.2,13.4,7.2,0,6,1,5,1,0,6.5,92,8.6,0.0,285,0.0
2020-01-05 01:00:00,22.7,0.201,48.6,12.2,4.9,1,6,1,5,1,0,5.9,95,7.3,0.0,290,0.0
2020-01-05 02:00:00,18.06963279220779,0.19264501461033057,42.3,13.1,7.3,2,6,1,5,1,0,5.9,94,6.7,0.0,286,0.0
2020-01-05 03:00:00,22.4,0.201,46.6,13.7,7.1,3,6,1,5,1,0,5.9,95,6.5,0.0,289,0.0
2020-01-05 04:00:00,21.3,0.203,47.3,12.0,5.4,4,6,1,5,1,0,5.3,96,5.5,0.0,281,0.0
2020-01-05 05:00:00,22.1,0.199,51.4,10.9,5.8,5,6,1,5,1,0,4.9,97,5.1,0.0,274,0.0
2020-01-05 06:00:00,25.4,0.202,42.0,9.9,5.1,6,6,1,5,1,0,4.0,98,7.2,0.0,267,0.0
2020-01-05 07:00:00,33.2,0.214,35.8,11.1,6.3,7,6,1,5,1,0,4.5,97,6.1,0.0,273,0.0
2020-01-05 08:00:00,32.7,0.235,34.0,12.7,6.8,8,6,1,5,1,0,4.8,97,5.6,0.0,285,0.0
2020-01-05 09:00:00,32.4,0.241,32.1,12.6,7.1,9,6,1,5,1,0,4.7,97,4.7,0.0,238,0.0
2020-01-05 10:00:00,40.8,0.273,26.5,15.5,8.8,10,6,1,5,1,0,4.5,97,4.3,0.0,222,0.0
2020-01-05 11:00:00,28.6,0.229,45.9,15.9,9.3,11,6,1,5,1,0,5.7,94,5.2,0.0,214,37.0
2020-01-05 12:00:00,16.5,0.172,61.5,11.3,6.5,12,6,1,5,1,0,6.7,91,3.6,0.0,217,108.0
2020-01-05 13:00:00,11.7,0.142,68.6,5.7,6.5,13,6,1,5,1,0,7.8,87,2.8,0.0,230,166.0
2020-01-05 14:00:00,14.8,0.143,63.5,10.1,6.2,14,6,1,5,1,0,8.3,82,2.3,0.0,141,185.0
2020-01-05 15:00:00,21.7,0.165,54.8,15.7,4.2,15,6,1,5,1,0,8.8,76,1.5,0.0,104,215.0
2020-01-05 16:00:00,35.6,0.212,40.1,16.9,6.8,16,6,1,5,1,0,8.9,71,2.2,0.0,81,182.0
2020-01-05 17:00:00,36.3,0.206,40.9,15.9,10.6,17,6,1,5,1,0,8.3,78,2.9,0.0,120,112.0
2020-01-05 18:00:00,38.1,0.207,40.2,16.4,9.9,18,6,1,5,1,0,5.7,91,6.1,0.0,135,36.0
2020-01-05 19:00:00,27.5,0.184,49.4,15.6,10.5,19,6,1,5,1,0,5.3,95,6.8,0.0,155,0.0
2020-01-05 20:00:00,24.0,0.164,52.5,12.9,11.6,20,6,1,5,1,0,4.5,96,5.9,0.0,169,0.0
2020-01-05 21:00:00,19.8,0.168,55.3,14.6,11.5,21,6,1,5,1,0,3.9,96,5.4,0.0,172,0.0
2020-01-05 22:00:00,20.7,0.173,52.3,14.4,12.3,22,6,1,5,1,0,3.2,97,5.4,0.0,180,0.0
2020-01-05 23:00:00,32.0,0.174,41.7,13.9,11.7,23,6,1,5,1,0,3.2,95,6.8,0.0,180,0.0
2020-01-06 00:00:00,39.7,0.189,33.4,17.1,15.1,0,0,1,6,0,0,2.6,95,7.3,0.0,171,0.0
2020-01-06 01:00:00,42.8,0.189,30.1,17.4,9.1,1,0,1,6,0,0,1.9,96,7.2,0.0,162,0.0
2020-01-06 02:00:00,36.1,0.20985481349206359,32.9,17.9,10.6,2,0,1,6,0,0,1.6,96,7.0,0.0,145,0.0
2020-01-06 03:00:00,36.4,0.17,31.7,18.8,8.3,3,0,1,6,0,0,1.3,95,7.3,0.0,147,0.0
2020-01-06 04:00:00,43.9,0.183,18.8,18.4,13.1,4,0,1,6,0,0,0.6,95,6.3,0.0,149,0.0
2020-01-06 05:00:00,38.3,0.192,24.4,19.2,13.0,5,0,1,6,0,0,-0.2,96,6.4,0.0,153,0.0
2020-01-06 06:00:00,59.2,0.238,5.0,20.8,14.5,6,0,1,6,0,0,-0.2,97,6.3,0.0,149,0.0
2020-01-06 07:00:00,60.5,0.305,4.1,23.4,15.4,7,0,1,6,0,0,-0.0,100,8.3,0.0,146,0.0
2020-01-06 08:00:00,52.5,0.319,6.8,27.3,15.0,8,0,1,6,0,0,0.1,100,9.5,0.0,143,0.0
2020-01-06 09:00:00,50.0,0.33,10.5,28.8,15.9,9,0,1,6,0,0,0.3,100,10.4,0.0,136,0.0
2020-01-06 10:00:00,44.63818650493651,0.3033076729414376,13.75,32.2,16.193567707292708,10,0,1,6,0,0,0.5,99,11.9,0.0,145,1.0
2020-01-06 11:00:00,42.39497050010801,0.31377250989990396,17.0,30.6,17.854681228433403,11,0,1,6,0,0,1.0,98,13.4,0.0,156,28.0
2020-01-06 12:00:00,40.13290155677658,0.2917795831843397,20.25,25.398759910785007,17.803055037957208,12,0,1,6,0,0,2.2,91,15.4,0.0,164,98.0
2020-01-06 13:00:00,36.9,0.274,23.5,25.823614553826477,16.2412382183558,13,0,1,6,0,0,3.8,84,14.8,0.0,167,194.0
2020-01-06 14:00:00,37.5,0.259,24.0,28.1,17.3,14,0,1,6,0,0,6.3,74,14.2,0.0,173,297.0
2020-01-06 15:00:00,36.4,0.241,25.0,28.8,18.4,15,0,1,6,0,0,7.5,71,16.2,0.0,176,292.0
2020-01-06 16:00:00,42.8,0.258,17.9,28.1,15.8,16,0,1,6,0,0,8.1,72,16.2,0.0,193,242.0
2020-01-06 17:00:00,34.3,0.264,26.6,25.6,12.2,17,0,1,6,0,0,7.7,75,15.3,0.0,207,152.0
2020-01-06 18:00:00,29.4,0.252,31.9,31.3,15.8,18,0,1,6,0,0,6.3,81,14.3,0.0,219,47.0
2020-01-06 19:00:00,39.4,0.274,24.7,21.6,15.1,19,0,1,6,0,0,5.3,85,15.9,0.0,242,0.0
2020-01-06 20:00:00,39.0,0.272,26.6,25.8,17.8,20,0,1,6,0,0,4.9,86,17.1,0.0,240,0.0
2020-01-06 21:00:00,31.3,0.261,30.8,22.7,18.8,21,0,1,6,0,0,5.7,86,17.1,0.0,235,0.0
2020-01-06 22:00:00,22.7,0.235,37.2,14.2,11.7,22,0,1,6,0,0,6.3,88,16.3,0.0,225,0.0
2020-01-06 23:00:00,19.3,0.219,37.6,13.6,10.4,23,0,1,6,0,0,7.1,90,16.3,0.0,227,0.0
2020-01-07 00:00:00,17.2,0.218,41.6,14.9,9.9,0,1,1,7,0,0,8.1,90,18.7,0.0,236,0.0
2020-01-07 01:00:00,12.1,0.202,49.9,11.3,9.2,1,1,1,7,0,0,8.7,90,18.4,0.0,247,0.0
2020-01-07 02:00:00,11.8,0.17376681299752836,48.1,13.0,8.4,2,1,1,7,0,0,7.9,89,17.2,0.0,254,0.0
2020-01-07 03:00:00,15.8,0.203,41.5,14.0,8.4,3,1,1,7,0,0,7.7,90,15.3,0.0,255,0.0
2020-01-07 04:00:00,28.3,0.222,30.7,14.9,7.7,4,1,1,7,0,0,7.3,91,15.2,0.0,256,0.0
2020-01-07 05:00:00,52.4,0.277,8.3,16.4,6.9,5,1,1,7,0,0,7.0,92,13.0,0.0,256,0.0
2020-01-07 06:00:00,55.4,0.283,10.9,17.1,8.3,6,1,1,7,0,0,6.5,93,10.5,0.0,248,0.0
2020-01-07 07:00:00,64.1,0.314,5.6,19.1,8.3,7,1,1,7,0,0,6.0,93,9.6,0.0,236,0.0
2020-01-07 08:00:00,58.7,0.394,6.5,26.2,11.6,8,1,1,7,0,0,5.4,95,9.3,0.0,216,0.0
2020-01-07 09:00:00,44.4,0.345,15.9,25.8,12.4,9,1,1,7,0,0,6.0,94,8.5,0.0,216,0.0
2020-01-07 10:00:00,45.3,0.328,15.5,24.8,13.8,10,1,1,7,0,0,5.2,96,9.5,0.0,209,1.0
2020-01-07 11:00:00,42.5,0.336,14.2,25.737429276306475,16.6,11,1,1,7,0,0,6.6,95,11.6,0.0,202,49.0
2020-01-07 12:00:00,35.3,0.322,17.5,24.3,16.0,12,1,1,7,0,0,8.1,93,12.7,0.0,209,113.0
2020-01-07 13:00:00,37.4,0.321,12.2,21.5,15.6,13,1,1,7,0,0,8.8,91,12.1,0.0,217,105.0
2020-01-07 14:00:00,37.5,0.334,7.4,23.0,15.8,14,1,1,7,0,0,8.3,92,11.9,0.0,183,141.0
2020-01-07 15:00:00,37.0,0.343,7.1,21.5,13.2,15,1,1,7,0,0,9.2,86,12.6,0.0,207,74.0
2020-01-07 16:00:00,40.6,0.363,4.1,16.8,11.8,16,1,1,7,0,0,10.1,81,15.3,0.0,219,106.0
2020-01-07 17:00:00,40.6,0.391,3.5,16.3,12.4,17,1,1,7,0,0,9.8,85,13.9,0.0,201,64.0
2020-01-07 18:00:00,37.6,0.396,4.2,17.7,14.4,18,1,1,7,0,0,9.2,90,11.4,0.0,191,9.0
2020-01-07 19:00:00,36.4,0.402,4.5,19.8,14.7,19,1,1,7,0,0,9.0,93,11.9,0.0,180,0.0
2020-01-07 20:00:00,35.5,0.398,4.2,22.2,18.9,20,1,1,7,0,0,8.9,96,13.0,0.0,186,0.0
2020-01-07 21:00:00,32.3,0.385,4.5,21.6,17.9,21,1,1,7,0,0,9.2,95,14.7,0.0,191,0.0
2020-01-07 22:00:00,29.9,0.366,7.3,18.6,13.3,22,1,1,7,0,0,9.5,96,14.1,0.0,195,0.0
2020-01-07 23:00:00,28.3,0.269,11.3,15.5,10.6,23,1,1,7,0,0,9.7,96,13.4,0.0,204,0.0
2020-01-08 00:00:00,22.9,0.253,19.6,13.5,10.2,0,2,1,8,0,0,10.2,96,12.4,0.0,210,0.0
2020-01-08 01:00:00,15.8,0.22,33.1,11.7,7.1,1,2,1,8,0,0,10.5,96,12.4,0.0,206,0.0
2020-01-08 02:00:00,10.2,0.1715458860394789,47.3,10.4,5.1,2,2,1,8,0,0,10.3,96,14.2,0.0,196,0.0
2020-01-08 03:00:00,9.7,0.171,53.7,7.1,9.1,3,2,1,8,0,0,10.7,96,15.7,0.0,200,0.0
2020-01-08 04:00:00,11.9,0.167,52.6,6.3,6.2,4,2,1,8,0,0,11.0,96,17.3,0.0,211,0.0
2020-01-08 05:00:00,21.3,0.177,42.0,6.9,5.4,5,2,1,8,0,0,11.2,95,18.2,0.0,232,0.0
2020-01-08 06:00:00,28.1,0.193,35.5,7.6,3.9,6,2,1,8,0,0,11.2,93,18.0,0.0,237,0.0
2020-01-08 07:00:00,43.4,0.228,21.5,8.7,4.8,7,2,1,8,0,0,11.2,91,17.5,0.1,238,0.0
2020-01-08 08:00:00,45.6,0.29,18.6,12.9,6.1,8,2,1,8,0,0,11.1,91,16.6,0.0,228,0.0
2020-01-08 09:00:00,47.7,0.298,18.0,16.4,6.2,9,2,1,8,0,0,10.5,93,15.0,0.0,226,0.0
2020-01-08 10:00:00,39.6,0.278,25.2,18.0,9.1,10,2,1,8,0,0,10.2,94,14.4,0.0,233,1.0
2020-01-08 11:00:00,40.6,0.274,23.7,17.8,10.1,11,2,1,8,0,0,10.9,92,15.3,0.0,231,26.0
2020-01-08 12:00:00,39.4,0.283,24.4,19.7,12.7,12,2,1,8,0,0,11.6,91,15.5,0.0,224,53.0
2020-01-08 13:00:00,40.9,0.272,21.4,18.9,10.6,13,2,1,8,0,0,12.0,89,16.6,0.0,228,74.0
2020-01-08 14:00:00,37.4,0.274,23.6,20.3,9.5,14,2,1,8,0,0,12.0,93,13.3,0.0,213,75.0
2020-01-08 15:00:00,39.3,0.273,21.1,16.0,8.1,15,2,1,8,0,0,12.1,94,13.5,0.1,209,65.0
2020-01-08 16:00:00,43.3,0.296,17.2,13.4,7.3,16,2,1,8,0,0,12.2,93,14.7,0.0,211,66.0
2020-01-08 17:00:00,43.9,0.327,14.4,15.0,11.0,17,2,1,8,0,0,11.9,94,13.0,0.0,208,32.0
2020-01-08 18:00:00,40.3,0.358,16.8,17.9,12.7,18,2,1,8,0,0,11.7,95,12.2,0.0,208,8.0
2020-01-08 19:00:00,33.3,0.327,23.4,17.4,11.4,19,2,1,8,0,0,11.6,95,13.2,0.0,209,0.0
2020-01-08 20:00:00,28.4,0.294,26.4,16.6,11.6,20,2,1,8,0,0,11.5,94,12.2,0.0,214,0.0
2020-01-08 21:00:00,23.1,0.264,30.2,16.6,12.2,21,2,1,8,0,0,11.3,96,13.0,0.0,199,0.0
2020-01-08 22:00:00,20.4,0.249,32.4,17.7,12.6,22,2,1,8,0,0,11.5,95,14.9,0.0,200,0.0
2020-01-08 23:00:00,16.8,0.192,36.1,17.4,12.2,23,2,1,8,0,0,11.2,96,15.4,0.1,191,0.0
2020-01-09 00:00:00,12.3,0.176,40.5,14.5,9.8,0,3,1,9,0,0,11.1,95,17.7,0.1,193,0.0
2020-01-09 01:00:00,9.5,0.171,42.4,13.6,8.0,1,3,1,9,0,0,11.0,95,18.0,0.1,200,0.0
2020-01-09 02:00:00,10.6,0.17889809438424448,41.6,11.4,7.5,2,3,1,9,0,0,10.8,95,16.2,0.0,192,0.0
2020-01-09 03:00:00,9.2,0.168,43.1,11.7,7.6,3,3,1,9,0,0,10.8,96,17.3,0.3,185,0.0
2020-01-09 04:00:00,11.4,0.168,39.7,10.6,8.2,4,3,1,9,0,0,10.9,95,19.0,0.1,190,0.0
2020-01-09 05:00:00,21.2,0.178,31.8,7.4,8.3,5,3,1,9,0,0,11.0,95,19.6,0.1,194,0.0
2020-01-09 06:00:00,28.9,0.189,27.3,8.1,7.5,6,3,1,9,0,0,11.2,94,21.0,0.0,196,0.0
2020-01-09 07:00:00,33.8,0.21,24.4,8.4,5.7,7,3,1,9,0,0,11.4,93,23.2,0.1,199,0.0
2020-01-09 08:00:00,40.1,0.234,20.3,12.3,5.8,8,3,1,9,0,0,11.6,91,24.3,0.1,209,0.0
2020-01-09 09:00:00,38.0,0.232,24.3,17.1,8.0,9,3,1,9,0,0,11.7,91,25.1,0.1,209,0.0
2020-01-09 10:00:00,33.3,0.218,28.3,18.4,8.4,10,3,1,9,0,0,11.7,90,25.3,0.0,208,0.0
2020-01-09 11:00:00,26.6,0.215,33.7,17.9,6.8,11,3,1,9,0,0,11.7,87,25.9,0.0,207,8.0
2020-01-09 12:00:00,24.0,0.214,35.6,15.8,8.2,12,3,1,9,0,0,12.0,87,25.0,0.1,207,40.0
2020-01-09 13:00:00,28.3,0.224,29.9,19.7,9.4,13,3,1,9,0,0,12.7,86,21.1,0.0,200,138.0
2020-01-09 14:00:00,25.8,0.223,31.2,21.0,9.7,14,3,1,9,0,0,11.8,91,23.6,0.0,199,190.0
2020-01-09 15:00:00,29.5,0.232,27.0,17.6,9.7,15,3,1,9,0,0,12.1,89,24.1,0.0,202,64.0
2020-01-09 16:00:00,38.1,0.262,18.2,14.8,9.2,16,3,1,9,0,0,12.1,87,24.7,0.0,201,69.0
2020-01-09 17:00:00,32.0,0.261,25.3,12.0,9.5,17,3,1,9,0,0,12.3,85,23.9,0.0,201,64.0
