id,valeur_CO,valeur_NO2,valeur_O3,valeur_PM10,valeur_PM25,hour,dayofweek,month,dayofyear,is_weekend,is_holiday
2020-01-02 23:00:00,0.188,18.7,38.9,17.2,10.7,23,3,1,2,0,0
2020-01-03 00:00:00,0.185,15.4,39.5,15.5,12.0,0,4,1,3,0,0
2020-01-03 01:00:00,0.183,14.1,39.9,16.0,10.0,1,4,1,3,0,0
2020-01-03 02:00:00,0.1684836017162874,11.7,43.5,17.1,6.6,2,4,1,3,0,0
2020-01-03 03:00:00,0.164,11.5,44.0,15.7,6.6,3,4,1,3,0,0
2020-01-03 04:00:00,0.182,12.2,42.9,15.8,9.1,4,4,1,3,0,0
2020-01-03 05:00:00,0.202,19.8,35.4,18.8,11.2,5,4,1,3,0,0
2020-01-03 06:00:00,0.223,27.7,28.0,18.5,10.1,6,4,1,3,0,0
2020-01-03 07:00:00,0.236,28.9,26.7,13.5,10.1,7,4,1,3,0,0
2020-01-03 08:00:00,0.303,39.0,16.9,15.1,10.5,8,4,1,3,0,0
2020-01-03 09:00:00,0.255,32.4,29.5,16.1,7.3,9,4,1,3,0,0
2020-01-03 10:00:00,0.21,23.8,44.0,11.3,5.0,10,4,1,3,0,0
2020-01-03 11:00:00,0.209,21.0,50.4,12.1,4.8,11,4,1,3,0,0
2020-01-03 12:00:00,0.192,19.0,56.3,12.3,6.7,12,4,1,3,0,0
2020-01-03 13:00:00,0.224,28.2,45.5,12.8,6.8,13,4,1,3,0,0
2020-01-03 14:00:00,0.215,30.6,43.1,13.5,5.5,14,4,1,3,0,0
2020-01-03 15:00:00,0.225,31.1,40.7,10.5,4.0,15,4,1,3,0,0
2020-01-03 16:00:00,0.253,36.6,32.9,9.6,3.8,16,4,1,3,0,0
2020-01-03 17:00:00,0.307,51.2,20.3,10.6,5.9,17,4,1,3,0,0
2020-01-03 18:00:00,0.268,33.8,33.7,10.9,6.6,18,4,1,3,0,0
2020-01-03 19:00:00,0.245,28.8,35.1,10.6,8.9,19,4,1,3,0,0
2020-01-03 20:00:00,0.224,26.0,40.3,16.8,10.4,20,4,1,3,0,0
2020-01-03 21:00:00,0.207,21.4,48.0,14.7,9.6,21,4,1,3,0,0
2020-01-03 22:00:00,0.181,21.7,54.9,11.3,7.2,22,4,1,3,0,0
2020-01-03 23:00:00,0.166,17.7,54.5,9.8,5.9,23,4,1,3,0,0
2020-01-04 00:00:00,0.146,19.6,49.6,10.5,5.8,0,5,1,4,1,0
2020-01-04 01:00:00,0.15,25.0,44.8,15.3,2.4,1,5,1,4,1,0
2020-01-04 02:00:00,0.1562266044993369,19.5,48.1,16.0,3.5,2,5,1,4,1,0
2020-01-04 03:00:00,0.145,17.6,48.0,16.3,3.3,3,5,1,4,1,0
2020-01-04 04:00:00,0.192,25.5,35.3,14.2,6.9,4,5,1,4,1,0
2020-01-04 05:00:00,0.202,33.9,27.2,18.0,6.4,5,5,1,4,1,0
2020-01-04 06:00:00,0.213,42.9,20.4,20.1,6.6,6,5,1,4,1,0
2020-01-04 07:00:00,0.232,48.8,15.7,20.3,7.6,7,5,1,4,1,0
2020-01-04 08:00:00,0.229,46.6,18.0,22.5,7.9,8,5,1,4,1,0
2020-01-04 09:00:00,0.221,39.6,26.7,24.4,7.5,9,5,1,4,1,0
2020-01-04 10:00:00,0.221,35.2,33.3,23.6,9.6,10,5,1,4,1,0
2020-01-04 11:00:00,0.205,29.2,43.0,23.7,8.3,11,5,1,4,1,0
2020-01-04 12:00:00,0.185,24.2,48.0,23.8,8.9,12,5,1,4,1,0
2020-01-04 13:00:00,0.175,20.2,53.3,21.5,8.4,13,5,1,4,1,0
2020-01-04 14:00:00,0.172,24.2,50.7,21.0,7.6,14,5,1,4,1,0
2020-01-04 15:00:00,0.197,36.9,39.8,21.6,7.9,15,5,1,4,1,0
2020-01-04 16:00:00,0.229,44.3,30.7,23.6,8.6,16,5,1,4,1,0
2020-01-04 17:00:00,0.252,55.6,19.9,23.8,9.3,17,5,1,4,1,0
2020-01-04 18:00:00,0.246,46.2,29.5,27.8,7.9,18,5,1,4,1,0
2020-01-04 19:00:00,0.234,39.0,38.4,23.8,11.2,19,5,1,4,1,0
2020-01-04 20:00:00,0.226,35.0,42.1,19.3,10.2,20,5,1,4,1,0
2020-01-04 21:00:00,0.185,21.8,55.6,16.9,9.7,21,5,1,4,1,0
2020-01-04 22:00:00,0.198,22.2,53.2,14.7,9.1,22,5,1,4,1,0
2020-01-04 23:00:00,0.199,21.1,53.3,13.9,9.4,23,5,1,4,1,0
2020-01-05 00:00:00,0.184,18.7,55.2,13.4,7.2,0,6,1,5,1,0
2020-01-05 01:00:00,0.201,22.7,48.6,12.2,4.9,1,6,1,5,1,0
2020-01-05 02:00:00,0.1926450146103305,18.06963279220779,42.3,13.1,7.3,2,6,1,5,1,0
2020-01-05 03:00:00,0.201,22.4,46.6,13.7,7.1,3,6,1,5,1,0
2020-01-05 04:00:00,0.203,21.3,47.3,12.0,5.4,4,6,1,5,1,0
2020-01-05 05:00:00,0.199,22.1,51.4,10.9,5.8,5,6,1,5,1,0
2020-01-05 06:00:00,0.202,25.4,42.0,9.9,5.1,6,6,1,5,1,0
2020-01-05 07:00:00,0.214,33.2,35.8,11.1,6.3,7,6,1,5,1,0
2020-01-05 08:00:00,0.235,32.7,34.0,12.7,6.8,8,6,1,5,1,0
2020-01-05 09:00:00,0.241,32.4,32.1,12.6,7.1,9,6,1,5,1,0
2020-01-05 10:00:00,0.273,40.8,26.5,15.5,8.8,10,6,1,5,1,0
2020-01-05 11:00:00,0.229,28.6,45.9,15.9,9.3,11,6,1,5,1,0
2020-01-05 12:00:00,0.172,16.5,61.5,11.3,6.5,12,6,1,5,1,0
2020-01-05 13:00:00,0.142,11.7,68.6,5.7,6.5,13,6,1,5,1,0
2020-01-05 14:00:00,0.143,14.8,63.5,10.1,6.2,14,6,1,5,1,0
2020-01-05 15:00:00,0.165,21.7,54.8,15.7,4.2,15,6,1,5,1,0
2020-01-05 16:00:00,0.212,35.6,40.1,16.9,6.8,16,6,1,5,1,0
2020-01-05 17:00:00,0.206,36.3,40.9,15.9,10.6,17,6,1,5,1,0
2020-01-05 18:00:00,0.207,38.1,40.2,16.4,9.9,18,6,1,5,1,0
2020-01-05 19:00:00,0.184,27.5,49.4,15.6,10.5,19,6,1,5,1,0
2020-01-05 20:00:00,0.164,24.0,52.5,12.9,11.6,20,6,1,5,1,0
2020-01-05 21:00:00,0.168,19.8,55.3,14.6,11.5,21,6,1,5,1,0
2020-01-05 22:00:00,0.173,20.7,52.3,14.4,12.3,22,6,1,5,1,0
2020-01-05 23:00:00,0.174,32.0,41.7,13.9,11.7,23,6,1,5,1,0
2020-01-06 00:00:00,0.189,39.7,33.4,17.1,15.1,0,0,1,6,0,0
2020-01-06 01:00:00,0.189,42.8,30.1,17.4,9.1,1,0,1,6,0,0
2020-01-06 02:00:00,0.2098548134920635,36.1,32.9,17.9,10.6,2,0,1,6,0,0
2020-01-06 03:00:00,0.17,36.4,31.7,18.8,8.3,3,0,1,6,0,0
2020-01-06 04:00:00,0.183,43.9,18.8,18.4,13.1,4,0,1,6,0,0
2020-01-06 05:00:00,0.192,38.3,24.4,19.2,13.0,5,0,1,6,0,0
2020-01-06 06:00:00,0.238,59.2,5.0,20.8,14.5,6,0,1,6,0,0
2020-01-06 07:00:00,0.305,60.5,4.1,23.4,15.4,7,0,1,6,0,0
2020-01-06 08:00:00,0.319,52.5,6.8,27.3,15.0,8,0,1,6,0,0
2020-01-06 09:00:00,0.33,50.0,10.5,28.8,15.9,9,0,1,6,0,0
2020-01-06 10:00:00,0.3033076729414376,44.63818650493651,13.75,32.2,16.193567707292708,10,0,1,6,0,0
2020-01-06 11:00:00,0.3137725098999039,42.39497050010801,17.0,30.6,17.854681228433403,11,0,1,6,0,0
2020-01-06 12:00:00,0.2917795831843397,40.13290155677658,20.25,25.398759910785007,17.803055037957208,12,0,1,6,0,0
2020-01-06 13:00:00,0.274,36.9,23.5,25.82361455382648,16.2412382183558,13,0,1,6,0,0
2020-01-06 14:00:00,0.259,37.5,24.0,28.1,17.3,14,0,1,6,0,0
2020-01-06 15:00:00,0.241,36.4,25.0,28.8,18.4,15,0,1,6,0,0
2020-01-06 16:00:00,0.258,42.8,17.9,28.1,15.8,16,0,1,6,0,0
2020-01-06 17:00:00,0.264,34.3,26.6,25.6,12.2,17,0,1,6,0,0
2020-01-06 18:00:00,0.252,29.4,31.9,31.3,15.8,18,0,1,6,0,0
2020-01-06 19:00:00,0.274,39.4,24.7,21.6,15.1,19,0,1,6,0,0
2020-01-06 20:00:00,0.272,39.0,26.6,25.8,17.8,20,0,1,6,0,0
2020-01-06 21:00:00,0.261,31.3,30.8,22.7,18.8,21,0,1,6,0,0
2020-01-06 22:00:00,0.235,22.7,37.2,14.2,11.7,22,0,1,6,0,0
2020-01-06 23:00:00,0.219,19.3,37.6,13.6,10.4,23,0,1,6,0,0
2020-01-07 00:00:00,0.218,17.2,41.6,14.9,9.9,0,1,1,7,0,0
2020-01-07 01:00:00,0.202,12.1,49.9,11.3,9.2,1,1,1,7,0,0
2020-01-07 02:00:00,0.1737668129975283,11.8,48.1,13.0,8.4,2,1,1,7,0,0
2020-01-07 03:00:00,0.203,15.8,41.5,14.0,8.4,3,1,1,7,0,0
2020-01-07 04:00:00,0.222,28.3,30.7,14.9,7.7,4,1,1,7,0,0
2020-01-07 05:00:00,0.277,52.4,8.3,16.4,6.9,5,1,1,7,0,0
2020-01-07 06:00:00,0.283,55.4,10.9,17.1,8.3,6,1,1,7,0,0
2020-01-07 07:00:00,0.314,64.1,5.6,19.1,8.3,7,1,1,7,0,0
2020-01-07 08:00:00,0.394,58.7,6.5,26.2,11.6,8,1,1,7,0,0
2020-01-07 09:00:00,0.345,44.4,15.9,25.8,12.4,9,1,1,7,0,0
2020-01-07 10:00:00,0.328,45.3,15.5,24.8,13.8,10,1,1,7,0,0
2020-01-07 11:00:00,0.336,42.5,14.2,25.737429276306475,16.6,11,1,1,7,0,0
2020-01-07 12:00:00,0.322,35.3,17.5,24.3,16.0,12,1,1,7,0,0
2020-01-07 13:00:00,0.321,37.4,12.2,21.5,15.6,13,1,1,7,0,0
2020-01-07 14:00:00,0.334,37.5,7.4,23.0,15.8,14,1,1,7,0,0
2020-01-07 15:00:00,0.343,37.0,7.1,21.5,13.2,15,1,1,7,0,0
2020-01-07 16:00:00,0.363,40.6,4.1,16.8,11.8,16,1,1,7,0,0
2020-01-07 17:00:00,0.391,40.6,3.5,16.3,12.4,17,1,1,7,0,0
2020-01-07 18:00:00,0.396,37.6,4.2,17.7,14.4,18,1,1,7,0,0
2020-01-07 19:00:00,0.402,36.4,4.5,19.8,14.7,19,1,1,7,0,0
2020-01-07 20:00:00,0.398,35.5,4.2,22.2,18.9,20,1,1,7,0,0
2020-01-07 21:00:00,0.385,32.3,4.5,21.6,17.9,21,1,1,7,0,0
2020-01-07 22:00:00,0.366,29.9,7.3,18.6,13.3,22,1,1,7,0,0
2020-01-07 23:00:00,0.269,28.3,11.3,15.5,10.6,23,1,1,7,0,0
2020-01-08 00:00:00,0.253,22.9,19.6,13.5,10.2,0,2,1,8,0,0
2020-01-08 01:00:00,0.22,15.8,33.1,11.7,7.1,1,2,1,8,0,0
2020-01-08 02:00:00,0.1715458860394789,10.2,47.3,10.4,5.1,2,2,1,8,0,0
2020-01-08 03:00:00,0.171,9.7,53.7,7.1,9.1,3,2,1,8,0,0
2020-01-08 04:00:00,0.167,11.9,52.6,6.3,6.2,4,2,1,8,0,0
2020-01-08 05:00:00,0.177,21.3,42.0,6.9,5.4,5,2,1,8,0,0
2020-01-08 06:00:00,0.193,28.1,35.5,7.6,3.9,6,2,1,8,0,0
2020-01-08 07:00:00,0.228,43.4,21.5,8.7,4.8,7,2,1,8,0,0
2020-01-08 08:00:00,0.29,45.6,18.6,12.9,6.1,8,2,1,8,0,0
2020-01-08 09:00:00,0.298,47.7,18.0,16.4,6.2,9,2,1,8,0,0
2020-01-08 10:00:00,0.278,39.6,25.2,18.0,9.1,10,2,1,8,0,0
2020-01-08 11:00:00,0.274,40.6,23.7,17.8,10.1,11,2,1,8,0,0
2020-01-08 12:00:00,0.283,39.4,24.4,19.7,12.7,12,2,1,8,0,0
2020-01-08 13:00:00,0.272,40.9,21.4,18.9,10.6,13,2,1,8,0,0
2020-01-08 14:00:00,0.274,37.4,23.6,20.3,9.5,14,2,1,8,0,0
2020-01-08 15:00:00,0.273,39.3,21.1,16.0,8.1,15,2,1,8,0,0
2020-01-08 16:00:00,0.296,43.3,17.2,13.4,7.3,16,2,1,8,0,0
2020-01-08 17:00:00,0.327,43.9,14.4,15.0,11.0,17,2,1,8,0,0
2020-01-08 18:00:00,0.358,40.3,16.8,17.9,12.7,18,2,1,8,0,0
2020-01-08 19:00:00,0.327,33.3,23.4,17.4,11.4,19,2,1,8,0,0
2020-01-08 20:00:00,0.294,28.4,26.4,16.6,11.6,20,2,1,8,0,0
2020-01-08 21:00:00,0.264,23.1,30.2,16.6,12.2,21,2,1,8,0,0
2020-01-08 22:00:00,0.249,20.4,32.4,17.7,12.6,22,2,1,8,0,0
2020-01-08 23:00:00,0.192,16.8,36.1,17.4,12.2,23,2,1,8,0,0
2020-01-09 00:00:00,0.176,12.3,40.5,14.5,9.8,0,3,1,9,0,0
2020-01-09 01:00:00,0.171,9.5,42.4,13.6,8.0,1,3,1,9,0,0
2020-01-09 02:00:00,0.1788980943842444,10.6,41.6,11.4,7.5,2,3,1,9,0,0
2020-01-09 03:00:00,0.168,9.2,43.1,11.7,7.6,3,3,1,9,0,0
2020-01-09 04:00:00,0.168,11.4,39.7,10.6,8.2,4,3,1,9,0,0
2020-01-09 05:00:00,0.178,21.2,31.8,7.4,8.3,5,3,1,9,0,0
2020-01-09 06:00:00,0.189,28.9,27.3,8.1,7.5,6,3,1,9,0,0
2020-01-09 07:00:00,0.21,33.8,24.4,8.4,5.7,7,3,1,9,0,0
2020-01-09 08:00:00,0.234,40.1,20.3,12.3,5.8,8,3,1,9,0,0
2020-01-09 09:00:00,0.232,38.0,24.3,17.1,8.0,9,3,1,9,0,0
2020-01-09 10:00:00,0.218,33.3,28.3,18.4,8.4,10,3,1,9,0,0
2020-01-09 11:00:00,0.215,26.6,33.7,17.9,6.8,11,3,1,9,0,0
2020-01-09 12:00:00,0.214,24.0,35.6,15.8,8.2,12,3,1,9,0,0
2020-01-09 13:00:00,0.224,28.3,29.9,19.7,9.4,13,3,1,9,0,0
2020-01-09 14:00:00,0.223,25.8,31.2,21.0,9.7,14,3,1,9,0,0
2020-01-09 15:00:00,0.232,29.5,27.0,17.6,9.7,15,3,1,9,0,0
2020-01-09 16:00:00,0.262,38.1,18.2,14.8,9.2,16,3,1,9,0,0
2020-01-09 17:00:00,0.261,32.0,25.3,12.0,9.5,17,3,1,9,0,0
2020-01-09 18:00:00,0.247,26.6,30.5,10.3,9.6,18,3,1,9,0,0
2020-01-09 19:00:00,0.24,24.5,32.3,10.3,10.8,19,3,1,9,0,0
2020-01-09 20:00:00,0.218,23.0,38.6,10.6,15.3,20,3,1,9,0,0
2020-01-09 21:00:00,0.194,17.2,47.5,9.0,10.8,21,3,1,9,0,0
2020-01-09 22:00:00,0.171,14.9,52.0,10.3,6.1,22,3,1,9,0,0
2020-01-09 23:00:00,0.153,14.8,50.0,11.8,4.6,23,3,1,9,0,0
2020-01-10 00:00:00,0.143,13.1,52.2,10.4,3.4,0,4,1,10,0,0
2020-01-10 01:00:00,0.135,10.4,57.2,10.4,2.5,1,4,1,10,0,0
2020-01-10 02:00:00,0.1311670354853257,9.5,63.6,10.6,2.4,2,4,1,10,0,0
2020-01-10 03:00:00,0.121,9.9,63.2,10.7,4.2,3,4,1,10,0,0
2020-01-10 04:00:00,0.133,13.1,59.6,7.8,3.3,4,4,1,10,0,0
2020-01-10 05:00:00,0.138,19.6,54.1,6.6,3.1,5,4,1,10,0,0
2020-01-10 06:00:00,0.149,26.7,46.0,8.0,3.5,6,4,1,10,0,0
2020-01-10 07:00:00,0.158,29.0,45.9,11.2,5.9,7,4,1,10,0,0
2020-01-10 08:00:00,0.172,27.7,34.5,15.6,6.8,8,4,1,10,0,0
2020-01-10 09:00:00,0.178,28.9,29.6,16.6,5.5,9,4,1,10,0,0
2020-01-10 10:00:00,0.19,29.2,32.6,15.6,8.3,10,4,1,10,0,0
2020-01-10 11:00:00,0.188,26.7,37.8,12.6,7.5,11,4,1,10,0,0
2020-01-10 12:00:00,0.18,28.435770251865005,38.525,12.7,6.3,12,4,1,10,0,0
2020-01-10 13:00:00,0.164,27.47287114461049,39.25,13.6,5.7,13,4,1,10,0,0
2020-01-10 14:00:00,0.141,23.6,39.975,13.3,3.4,14,4,1,10,0,0
2020-01-10 15:00:00,0.154,30.3,40.7,12.8,6.0,15,4,1,10,0,0
2020-01-10 16:00:00,0.172,35.4,35.4,13.4,5.4,16,4,1,10,0,0
2020-01-10 17:00:00,0.194,36.7,33.0,13.9,13.0,17,4,1,10,0,0
2020-01-10 18:00:00,0.196,35.1,34.1,13.3,9.5,18,4,1,10,0,0
2020-01-10 19:00:00,0.179,31.3,38.1,14.3,9.9,19,4,1,10,0,0
2020-01-10 20:00:00,0.16,34.6,33.8,11.8,9.3,20,4,1,10,0,0
2020-01-10 21:00:00,0.161,26.9,45.4,13.8,10.7,21,4,1,10,0,0
2020-01-10 22:00:00,0.16,32.8,36.1,11.8,10.2,22,4,1,10,0,0
2020-01-10 23:00:00,0.204,40.4,30.9,13.6,8.9,23,4,1,10,0,0
2020-01-11 00:00:00,0.191,31.7,40.4,14.4,9.0,0,5,1,11,1,0
2020-01-11 01:00:00,0.186,34.8,34.6,12.5,8.3,1,5,1,11,1,0
2020-01-11 02:00:00,0.237468079004329,40.2,30.2,13.2,9.1,2,5,1,11,1,0
2020-01-11 03:00:00,0.174,29.6,46.1,11.5,8.5,3,5,1,11,1,0
2020-01-11 04:00:00,0.133,22.5,49.1,9.1,5.7,4,5,1,11,1,0
2020-01-11 05:00:00,0.186,49.2,18.2,10.9,6.7,5,5,1,11,1,0
2020-01-11 06:00:00,0.223,64.3,4.8,13.1,9.3,6,5,1,11,1,0
2020-01-11 07:00:00,0.237,60.1,8.8,17.1,8.7,7,5,1,11,1,0
2020-01-11 08:00:00,0.241,59.6,10.9,18.6,9.4,8,5,1,11,1,0
2020-01-11 09:00:00,0.232,48.2,23.2,22.2,9.9,9,5,1,11,1,0
2020-01-11 10:00:00,0.219,41.7,31.9,21.1,10.1,10,5,1,11,1,0
2020-01-11 11:00:00,0.175,26.4,49.6,20.2,8.1,11,5,1,11,1,0
2020-01-11 12:00:00,0.15,21.5,54.7,17.2,9.6,12,5,1,11,1,0
2020-01-11 13:00:00,0.145,23.5,52.8,19.6,9.4,13,5,1,11,1,0
2020-01-11 14:00:00,0.152,22.9,53.2,15.9,9.6,14,5,1,11,1,0
2020-01-11 15:00:00,0.167,28.0,46.0,15.3,9.5,15,5,1,11,1,0
2020-01-11 16:00:00,0.194,38.6,34.5,17.1,10.1,16,5,1,11,1,0
2020-01-11 17:00:00,0.223,45.5,26.9,17.7,10.9,17,5,1,11,1,0
2020-01-11 18:00:00,0.272,61.5,13.2,21.0,15.5,18,5,1,11,1,0
2020-01-11 19:00:00,0.316,64.8,10.9,28.0,19.9,19,5,1,11,1,0
2020-01-11 20:00:00,0.341,66.8,7.6,29.9,20.1,20,5,1,11,1,0
2020-01-11 21:00:00,0.352,63.7,7.0,36.3,24.5,21,5,1,11,1,0
2020-01-11 22:00:00,0.34,53.6,12.1,34.0,24.3,22,5,1,11,1,0
2020-01-11 23:00:00,0.339,53.5,7.9,28.8,23.7,23,5,1,11,1,0
2020-01-12 00:00:00,0.324,50.3,8.6,30.3,25.1,0,6,1,12,1,0
2020-01-12 01:00:00,0.268,37.8,22.1,24.6,22.8,1,6,1,12,1,0
2020-01-12 02:00:00,0.258010988095238,23.653263888888898,29.2,19.1,16.4,2,6,1,12,1,0
2020-01-12 03:00:00,0.179,22.6,34.0,17.2,12.6,3,6,1,12,1,0
2020-01-12 04:00:00,0.154,19.7,34.9,14.5,12.8,4,6,1,12,1,0
2020-01-12 05:00:00,0.151,22.4,34.6,13.7,11.0,5,6,1,12,1,0
2020-01-12 06:00:00,0.155,27.4,30.8,12.7,7.8,6,6,1,12,1,0
2020-01-12 07:00:00,0.172,34.8,24.8,12.2,8.6,7,6,1,12,1,0
2020-01-12 08:00:00,0.251,36.5,25.8,16.2,7.0,8,6,1,12,1,0
2020-01-12 09:00:00,0.254,25.8,39.9,16.0,8.7,9,6,1,12,1,0
2020-01-12 10:00:00,0.208,21.6,42.5,14.4,8.7,10,6,1,12,1,0
2020-01-12 11:00:00,0.191,19.7,45.1,15.3,9.6,11,6,1,12,1,0
2020-01-12 12:00:00,0.195,21.6,43.1,16.8,8.1,12,6,1,12,1,0
2020-01-12 13:00:00,0.209,28.7,35.1,17.4,8.7,13,6,1,12,1,0
2020-01-12 14:00:00,0.224,29.0,35.1,20.9,11.5,14,6,1,12,1,0
2020-01-12 15:00:00,0.207,25.8,37.6,15.9,8.1,15,6,1,12,1,0
2020-01-12 16:00:00,0.224,34.2,30.1,14.8,8.6,16,6,1,12,1,0
2020-01-12 17:00:00,0.255,38.3,25.4,16.7,10.0,17,6,1,12,1,0
2020-01-12 18:00:00,0.264,38.2,23.4,19.4,10.1,18,6,1,12,1,0
2020-01-12 19:00:00,0.268,38.8,22.1,20.3,12.8,19,6,1,12,1,0
2020-01-12 20:00:00,0.255,32.4,25.7,17.8,12.9,20,6,1,12,1,0
2020-01-12 21:00:00,0.237,25.0,30.8,17.1,14.1,21,6,1,12,1,0
2020-01-12 22:00:00,0.227,21.2,33.6,16.3,11.2,22,6,1,12,1,0
2020-01-12 23:00:00,0.201,14.4,41.1,14.8,10.4,23,6,1,12,1,0
2020-01-13 00:00:00,0.183,11.1,45.3,11.8,8.9,0,0,1,13,0,0
2020-01-13 01:00:00,0.18,11.0,50.4,13.1,6.6,1,0,1,13,0,0
2020-01-13 02:00:00,0.1657463011783262,9.3,53.7,12.9,5.1,2,0,1,13,0,0
2020-01-13 03:00:00,0.164,10.1,48.7,12.6,5.5,3,0,1,13,0,0
2020-01-13 04:00:00,0.175,15.3,43.0,13.1,4.7,4,0,1,13,0,0
2020-01-13 05:00:00,0.185,33.4,24.6,12.1,6.1,5,0,1,13,0,0
2020-01-13 06:00:00,0.199,42.0,18.4,12.3,6.7,6,0,1,13,0,0
2020-01-13 07:00:00,0.231,41.3,18.4,13.8,8.5,7,0,1,13,0,0
2020-01-13 08:00:00,0.252,41.0,20.8,18.9,8.9,8,0,1,13,0,0
2020-01-13 09:00:00,0.259,39.7,19.7,21.3,9.9,9,0,1,13,0,0
2020-01-13 10:00:00,0.245,36.4,21.4,19.3,8.3,10,0,1,13,0,0
2020-01-13 11:00:00,0.224,34.2,22.1,16.5,8.7,11,0,1,13,0,0
2020-01-13 12:00:00,0.229,37.2,19.4,16.1,9.9,12,0,1,13,0,0
2020-01-13 13:00:00,0.241,35.6,24.3,18.0,9.6,13,0,1,13,0,0
2020-01-13 14:00:00,0.225,29.7,33.3,16.3,7.7,14,0,1,13,0,0
2020-01-13 15:00:00,0.223,31.0,32.9,15.3,5.8,15,0,1,13,0,0
2020-01-13 16:00:00,0.227,32.3,31.8,9.6,7.4,16,0,1,13,0,0
